"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @SandipGhose: If #Congress really believes #BJP is the root of all evil and Congress has all the right answers - it should focus on reso…",FALSE,0,NA,2020-03-07 18:44:42,FALSE,NA,"1236362152224501761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kesari20191",2,TRUE,FALSE,NA,NA
"2","RT @niiravmodi: I am a Hindu, Last year Govt shut PMC Bank 10 days before Diwali where my account was, I lost all my savings, I couldn't ce…",FALSE,0,NA,2020-03-07 18:44:36,FALSE,NA,"1236362128241479680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","imabu05",1889,TRUE,FALSE,NA,NA
"3","RT @BiIndia: #YesBank mobile and net banking down after RBI limits withdrawals to <U+20B9>50,000 

https://t.co/yqo8goKjZ3

By @pabsgill https://t…",FALSE,0,NA,2020-03-07 18:44:32,FALSE,NA,"1236362111225380867",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MirkarAmmar",27,TRUE,FALSE,NA,NA
"4","@YESBANK Able to withdraw the mentioned limit amount from Bangalore kormangla branch without much hassle. Very well… https://t.co/zn7gYCzLf7",FALSE,0,"YESBANK",2020-03-07 18:44:32,TRUE,NA,"1236362109291659264","41994925","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","imhozaifa",0,FALSE,FALSE,NA,NA
"5","RT @Sanju_Verma_: #YesBank,4th largest private sector lender,has deposits in excess of 2 lakh Cr

As on Sep2019,deposits of retail &amp;small b…",FALSE,0,NA,2020-03-07 18:44:30,FALSE,NA,"1236362104921186304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SatishTg1",572,TRUE,FALSE,NA,NA
"6","RT @pbhushan1: Anil Ambani (of Rafale fame) &amp; Subhash Chandra (of Sudhir Chowdhury fame) were among the biggest dubious groups to whom larg…",FALSE,0,NA,2020-03-07 18:44:25,FALSE,NA,"1236362082641043457",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shirin231",1750,TRUE,FALSE,NA,NA
"7","@shohinii @ANI @Payal_Rohatgi do you know why? 

Modi did not extend Raghuram Rajan’s term bcs he repeatedly warned… https://t.co/4wcjBYN3DE",FALSE,0,"shohinii",2020-03-07 18:44:15,TRUE,"1236216857431965697","1236362041750769664","76375925","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","illuminantsj",0,FALSE,FALSE,NA,NA
"8","RT @ABHIJIT_LS: People who's savings are stuck in #PMCBank &amp; #YesBank need not worry . 
You all are contributing to India's growth to becom…",FALSE,0,NA,2020-03-07 18:44:12,FALSE,NA,"1236362026676518918",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","raviraj619",1624,TRUE,FALSE,NA,NA
"9","RT @elia_official: *People visit YesBank ATM*

–Choose English
–Pin number
–Withdrawal
–Savings account
–Enter 2000<U+20B9>
–Continue

ATM: Aayega…",FALSE,0,NA,2020-03-07 18:44:09,FALSE,NA,"1236362014416449536",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BengaliConnect",16,TRUE,FALSE,NA,NA
"10","RT @TheDeshBhakt: Is #YesBank just a teaser of things to come?
Have long ignored #NPAs finally come home to roost?
Will the situation turn…",FALSE,0,NA,2020-03-07 18:44:04,FALSE,NA,"1236361994850070528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sachin007chiku",558,TRUE,FALSE,NA,NA
"11","@YESBANK @chaitu4u Online remittance like neft and imps ?
Any news about Fund transfers",FALSE,0,"YESBANK",2020-03-07 18:44:02,FALSE,"1236353397701390338","1236361984733405184","41994925","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","R_B4U",0,FALSE,FALSE,NA,NA
"12","RT @safiranand: Can you believe this ad? #yesbank #ad https://t.co/mJuo8RZKs2",FALSE,0,NA,2020-03-07 18:44:00,FALSE,NA,"1236361977410117632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iSanketWalke",76,TRUE,FALSE,NA,NA
"13","RT @sanjeev_goyal: Adani Closed his accounts with YES bank last month.
Gujrat Govt bodies took out thier money from #YesBank just 2 days ag…",FALSE,0,NA,2020-03-07 18:43:58,FALSE,NA,"1236361967302033408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Love_peace_fait",1328,TRUE,FALSE,NA,NA
"14","@YESBANK @RBI @FinMinIndia @YESBANK I am not able to pay my credit card bill, it's last day of payment is tomorrow.",FALSE,0,"YESBANK",2020-03-07 18:43:56,FALSE,"1236349470402441216","1236361960574222336","41994925","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Satyamanand5A",0,FALSE,FALSE,NA,NA
"15","RT @KiranKS: Now @go4avinash rubbishes Chidambaram's half truths on #YesBank 

Two days back he had countered Manmohan Singh very effective…",FALSE,0,NA,2020-03-07 18:43:52,FALSE,NA,"1236361942924537856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nvasudevaNaray2",56,TRUE,FALSE,NA,NA
"16","RT @Sanju_Verma_: #SBI to pick 49% stake in #YesBank for just Rs 2450 Cr

48 hours back,49% stake would have cost Rs11760 Cr---Great for SB…",FALSE,0,NA,2020-03-07 18:43:49,FALSE,NA,"1236361931696427008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OPERATORMONO",309,TRUE,FALSE,NA,NA
"17","See that @YESBANK is sponsoring this event. https://t.co/EARhMITnfE",FALSE,0,NA,2020-03-07 18:43:43,FALSE,NA,"1236361904089468928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tellsachin",0,FALSE,FALSE,NA,NA
"18","@YESBANK @RBI @FinMinIndia I have been a customer of Yes bank since many years now, the account is my first salary… https://t.co/YCHPi5CGp2",FALSE,0,"YESBANK",2020-03-07 18:43:38,TRUE,"1236349470402441216","1236361886238535680","41994925","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","devbhoomiputra",0,FALSE,FALSE,NA,NA
"19","RT @pbhushan1: Anil Ambani (of Rafale fame) &amp; Subhash Chandra (of Sudhir Chowdhury fame) were among the biggest dubious groups to whom larg…",FALSE,0,NA,2020-03-07 18:43:19,FALSE,NA,"1236361805695537152",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","arbasar",1750,TRUE,FALSE,NA,NA
"20","@YESBANK @RBI @FinMinIndia When will UPI transactions start working @YESBANK @FinMinIndia",FALSE,0,"YESBANK",2020-03-07 18:43:16,FALSE,"1236349470402441216","1236361794257477632","41994925","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","absipat",0,FALSE,FALSE,NA,NA
"21","#Yes_Bank 
#yesbankcrisis 
@RahulGandhi please withdraw, no need to be in que for 2000<U+20B9> https://t.co/u8bHR2RFeY",FALSE,0,NA,2020-03-07 18:43:14,FALSE,NA,"1236361784224886784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sandeepnirvan_",0,FALSE,FALSE,NA,NA
"22","RT @Sanju_Verma_: .@narendramodi does what he does

What an outstanding move,wasting no time&amp;restoring faith in India's financial system--o…",FALSE,0,NA,2020-03-07 18:43:05,FALSE,NA,"1236361744395591681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bhunju",110,TRUE,FALSE,NA,NA
"23","RT @BBTheorist: At a time when everyone is talking about #YesBank crisis, sharing ""White Paper on #NPA Scam &amp; Banking Crisis by Congress Go…",FALSE,0,NA,2020-03-07 18:42:57,FALSE,NA,"1236361712271364097",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BeingPolitical1",50,TRUE,FALSE,NA,NA
"24","RT @kamaalrkhan: First #PMC bank closed and now #YesBank is going to close. Millions of people have lost their lifetime earnings and nobody…",FALSE,0,NA,2020-03-07 18:42:31,FALSE,NA,"1236361603966062592",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Waheed50099374",203,TRUE,FALSE,NA,NA
"25","Customers right now https://t.co/vbvdY2N5bS https://t.co/wwfvWeNYdN",FALSE,1,NA,2020-03-07 18:42:27,FALSE,NA,"1236361587629281280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Marja_Ghalib",0,FALSE,FALSE,NA,NA
"26","@YESBANK @RBI @FinMinIndia Tried at Sector 46 Gurgaon ATM again, its still not working https://t.co/az8S3IGHCk",FALSE,0,"YESBANK",2020-03-07 18:42:24,FALSE,"1236349470402441216","1236361576434683904","41994925","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChanpreetKaur17",0,FALSE,FALSE,NA,NA
"27","RT @SidrahDP: #PMCBank 64 lakh families who may soon go on an indefinite fast due to lack of response from the govt. At least 7 people had…",FALSE,0,NA,2020-03-07 18:42:18,FALSE,NA,"1236361549393977344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pri33914617",187,TRUE,FALSE,NA,NA
"28","@YESBANK @RBI @FinMinIndia It has started working, withdrew cash from SBI ATM right now.",FALSE,0,"YESBANK",2020-03-07 18:42:16,FALSE,"1236349470402441216","1236361541416435712","41994925","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sharma36461",0,FALSE,FALSE,NA,NA
"29","Akshay Kumar already knows about #YesBank #kunalkamra #AkshayKumar https://t.co/o9PycXU6yb",FALSE,0,NA,2020-03-07 18:42:16,FALSE,NA,"1236361539461894145",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jameelarif2001",0,FALSE,FALSE,NA,NA
"30","RT @Sanju_Verma_: Apologise?Why?Did the truth rankle you so much?

Wild claims?And who are you,what is your credibility on this issue? Zero…",FALSE,0,NA,2020-03-07 18:42:11,FALSE,NA,"1236361521703223298",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SatishTg1",175,TRUE,FALSE,NA,NA
"31","RT @Sanju_Verma_: #SBI to pick 49% stake in #YesBank for just Rs 2450 Cr

48 hours back,49% stake would have cost Rs11760 Cr---Great for SB…",FALSE,0,NA,2020-03-07 18:42:10,FALSE,NA,"1236361517097832449",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","beli_shrawan",309,TRUE,FALSE,NA,NA
"32","@AnkitaA79746110 Hi, we regret the inconvenience. At present, only cash withdrawal transactions are currently allow… https://t.co/gGE7TTU05I",FALSE,0,"AnkitaA79746110",2020-03-07 18:42:10,TRUE,"1236358322728517634","1236361515457970183","1220663848924925952","<a href=""https://www.locobuzz.com"" rel=""nofollow"">LocoBuzz India</a>","YESBANK",0,FALSE,FALSE,NA,NA
"33","@STEFisDOPE @xiongtx @YESBANK Haha I think it was for brevity purposes. Spelling global, and India, out every time… https://t.co/EHGXZBlTKA",FALSE,1,"STEFisDOPE",2020-03-07 18:42:04,TRUE,"1236361288906870784","1236361489897918470","29271423","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","luismen1991",0,FALSE,FALSE,NA,NA
"34","RT @pbhushan1: Anil Ambani (of Rafale fame) &amp; Subhash Chandra (of Sudhir Chowdhury fame) were among the biggest dubious groups to whom larg…",FALSE,0,NA,2020-03-07 18:42:02,FALSE,NA,"1236361483711201280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ranjanrrk87",1750,TRUE,FALSE,NA,NA
"35","RT @sanjeev_goyal: Adani Closed his accounts with YES bank last month.
Gujrat Govt bodies took out thier money from #YesBank just 2 days ag…",FALSE,0,NA,2020-03-07 18:41:57,FALSE,NA,"1236361460680253440",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ps_word",1328,TRUE,FALSE,NA,NA
"36","RT @pbhushan1: Anil Ambani (of Rafale fame) &amp; Subhash Chandra (of Sudhir Chowdhury fame) were among the biggest dubious groups to whom larg…",FALSE,0,NA,2020-03-07 18:41:55,FALSE,NA,"1236361451138428928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","abumushir2013",1750,TRUE,FALSE,NA,NA
"37","@iamarunjain @YESBANK @aashi_845 @Rajput_Ramesh @NOIDA_noidabjp @Dhakkad_Tau @Sarcastic_HR10 @vinodkapri… https://t.co/nIDvBNewqC",FALSE,0,"iamarunjain",2020-03-07 18:41:55,TRUE,"1236208347109412864","1236361450802864135","172285837","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Malecloud",0,FALSE,FALSE,NA,NA
"38","RT @Sanju_Verma_: #YesBank was set up in 2003-04,with @INCIndia making regular phone calls to bankers like #RanaKapoor,to give loans to #Co…",FALSE,0,NA,2020-03-07 18:41:54,FALSE,NA,"1236361447560511489",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SatishTg1",3890,TRUE,FALSE,NA,NA
"39","RT @AB_BJP: @PratikshaDake Gr8 informative thread

But u forgot one event of 2013 when YESBANK recieved 5 best bankers awards in different…",FALSE,0,NA,2020-03-07 18:41:54,FALSE,NA,"1236361446868557829",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anti_conversion",29,TRUE,FALSE,NA,NA
"40","@onlymodi4india Hi, we regret the inconvenience. At present, only cash withdrawal transactions are currently allowe… https://t.co/qc0yktwESK",FALSE,0,"onlymodi4india",2020-03-07 18:41:52,TRUE,"1236358326906052608","1236361441000783874","898676520767455232","<a href=""https://www.locobuzz.com"" rel=""nofollow"">LocoBuzz India</a>","YESBANK",0,FALSE,FALSE,NA,NA
"41","@RoflGandhi_ @muhammad2533593 simply irresponsible and uneducated  .....  Yesbank ke bare main kuch pata hi nehi",FALSE,0,"RoflGandhi_",2020-03-07 18:41:39,FALSE,"1235983744776859648","1236361385740664832","115887279","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","IndianFrom1947",0,FALSE,FALSE,NA,NA
"42","RT @raa_mar: @_Mukul @RBI @DasShaktikanta @rkumar1958 @YESBANK @nsitharaman @pk63 @PMOIndia @FinMinIndia @sanjeevsanyal I think you have no…",FALSE,0,NA,2020-03-07 18:41:34,FALSE,NA,"1236361365167558656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ashoagar47",1,TRUE,FALSE,NA,NA
"43","RT @nabaneet: @_Mukul @RBI @DasShaktikanta @rkumar1958 @YESBANK @nsitharaman @pk63 @PMOIndia @FinMinIndia @sanjeevsanyal Private banks are…",FALSE,0,NA,2020-03-07 18:41:30,FALSE,NA,"1236361349405368321",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ashoagar47",1,TRUE,FALSE,NA,NA
"44","RT @Sanju_Verma_: .@narendramodi does what he does

What an outstanding move,wasting no time&amp;restoring faith in India's financial system--o…",FALSE,0,NA,2020-03-07 18:41:21,FALSE,NA,"1236361311656632321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_dharam_vir",110,TRUE,FALSE,NA,NA
"45","RT @AMBAbsolute: #YesBank another victim to the accidental finance minister...
@PMOIndia 
@Swamy39 
Lutiya dooba di
#FakeCases 
#FeminismIs…",FALSE,0,NA,2020-03-07 18:41:20,FALSE,NA,"1236361304174018560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jpsaha",39,TRUE,FALSE,NA,NA
"46","RT @deepakshenoy: @_Mukul @RBI @DasShaktikanta @rkumar1958 @YESBANK @nsitharaman @pk63 @PMOIndia @FinMinIndia @sanjeevsanyal Really sorry f…",FALSE,0,NA,2020-03-07 18:41:17,FALSE,NA,"1236361294120251394",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ashoagar47",2,TRUE,FALSE,NA,NA
"47","RT @AB_BJP: @PratikshaDake Gr8 informative thread

But u forgot one event of 2013 when YESBANK recieved 5 best bankers awards in different…",FALSE,0,NA,2020-03-07 18:41:17,FALSE,NA,"1236361294074097664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SaffronKashmir",29,TRUE,FALSE,NA,NA
"48","@xiongtx @luismen1991 @YESBANK bro.... great data... way too many emojis though...",FALSE,1,"xiongtx",2020-03-07 18:41:16,FALSE,"1236355902552199168","1236361288906870784","90045855","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","STEFisDOPE",0,FALSE,FALSE,NA,NA
"49","RT @srinath4ever: @_Mukul @RBI @DasShaktikanta @rkumar1958 @YESBANK @nsitharaman @pk63 @PMOIndia @FinMinIndia @sanjeevsanyal Affirmative",FALSE,0,NA,2020-03-07 18:41:16,FALSE,NA,"1236361287296147461",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Mukul",1,TRUE,FALSE,NA,NA
"50","@YESBANK @indiantweeter @RBI @FinMinIndia How about UPI transactions? Is it working?",FALSE,0,"YESBANK",2020-03-07 18:41:12,FALSE,"1236349470402441216","1236361271122866176","41994925","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","subbu_ks93",0,FALSE,FALSE,NA,NA
"51","RT @pbhushan1: Modi gives a lecture today on ""New Metrics,New Narrative"" in Global Business Summit sponsored by #YesBank.After allowing the…",FALSE,0,NA,2020-03-07 18:41:09,FALSE,NA,"1236361260511313920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mr_ano_nymous",215,TRUE,FALSE,NA,NA
"52","RT @Arun2981: Loans by Yes Bank to 

Reliance Infra 

2500 cr in 2018 / 1550 cr in 2019 / 850 cr in 2017 

Reliance power

1125 cr in 2019…",FALSE,0,NA,2020-03-07 18:41:06,FALSE,NA,"1236361248192647169",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","naveen_fancis",317,TRUE,FALSE,NA,NA
"53","@YESBANK Can I open savings account?",FALSE,0,"YESBANK",2020-03-07 18:41:03,FALSE,NA,"1236361234234003456","41994925","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sourabh345",0,FALSE,FALSE,NA,NA
"54","RT @Sanju_Verma_: .@narendramodi does what he does

What an outstanding move,wasting no time&amp;restoring faith in India's financial system--o…",FALSE,0,NA,2020-03-07 18:41:02,FALSE,NA,"1236361231331733505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rmtrmt99",110,TRUE,FALSE,NA,NA
"55","RT @Sanju_Verma_: I wrote 2003-04 for a reason..License was given in 2003 under #NDA,but operations by #YesBank started in 2004,under #UPA.…",FALSE,0,NA,2020-03-07 18:40:59,FALSE,NA,"1236361219461660672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SatishTg1",70,TRUE,FALSE,NA,NA
"56","RT @Sanju_Verma_: #SBI to pick 49% stake in #YesBank for just Rs 2450 Cr

48 hours back,49% stake would have cost Rs11760 Cr---Great for SB…",FALSE,0,NA,2020-03-07 18:40:56,FALSE,NA,"1236361204966338561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rmtrmt99",309,TRUE,FALSE,NA,NA
"57","RT @ndtv: No ATM or net banking- bank withdrawal only option for #YesBank customers. https://t.co/rKOrKgZlHn https://t.co/EcDiZ6EKvJ",FALSE,0,NA,2020-03-07 18:40:51,FALSE,NA,"1236361183432601600",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sgupta001",54,TRUE,FALSE,NA,NA
"58","'It's a soft &amp; safe landing for #YesBank, can't have better pedigree than #SBI as investor,' says Rana Kapoor.",FALSE,0,NA,2020-03-07 18:40:47,FALSE,NA,"1236361166877634560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ThakurRCS",0,FALSE,FALSE,NA,NA
"59","@YESBANK @RBI @FinMinIndia Don't spread false news.I verified nd didn't work @nsitharaman @Anurag_Office",FALSE,0,"YESBANK",2020-03-07 18:40:43,FALSE,"1236349470402441216","1236361151702687744","41994925","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shubhamg18",0,FALSE,FALSE,NA,NA
"60","RT @Payal_Rohatgi: Ram Ram ji <U+0001F64F> Get #YesBank to function @PMOIndia @HMOIndia. This is NOT DONE <U+0001F64F> This is not a sign of blooming economy <U+0001F64F> #…",FALSE,0,NA,2020-03-07 18:40:41,FALSE,NA,"1236361140399009792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","i_am_adityaa",933,TRUE,FALSE,NA,NA
"61","RT @SandipGhose: Rana Kapoor of #YesBank must have been very good in Nursery Rhymes. So, anyone who approached him for loans - he'd say ""Ye…",FALSE,0,NA,2020-03-07 18:40:38,FALSE,NA,"1236361130836201478",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gauravlath_19",82,TRUE,FALSE,NA,NA
"62","RT @JayasreeVijayan: ""History will be kind to me"" said a prime minister 

Under his PM ship  there were NO 

* Hindu Muslim riots 
* Econom…",FALSE,0,NA,2020-03-07 18:40:38,FALSE,NA,"1236361130492055552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SATYA16254149",1231,TRUE,FALSE,NA,NA
"63","RT @sanjeev_goyal: Adani Closed his accounts with YES bank last month.
Gujrat Govt bodies took out thier money from #YesBank just 2 days ag…",FALSE,0,NA,2020-03-07 18:40:37,FALSE,NA,"1236361126285201409",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Martiallah_",1328,TRUE,FALSE,NA,NA
"64","RT @PMNehru: Before anyone blames me, I would like to clarify that #YesBank was established in 2004. https://t.co/qV2w1QiMtf",FALSE,0,NA,2020-03-07 18:40:33,FALSE,NA,"1236361109226979328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rahulmandalrock",4498,TRUE,FALSE,NA,NA
"65","RT @iamthemaulik: @YESBANK @RBI @FinMinIndia Yes bank's customer care has always be awesome.
I don't care about what will happen.
But thank…",FALSE,0,NA,2020-03-07 18:40:33,FALSE,NA,"1236361107112988672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HarishReddyD1",3,TRUE,FALSE,NA,NA
"66","RT @Sanju_Verma_: BIG--Look out circular issued against #RanaKapoor&amp;his wife #BinduKapoor,to prevent them from leaving the country

ED,unra…",FALSE,0,NA,2020-03-07 18:40:27,FALSE,NA,"1236361085290070016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mayank1999s",505,TRUE,FALSE,NA,NA
"67","RT @_Mukul: @rbi @DasShaktikanta @rkumar1958 #yesbank @yesbank @nsitharaman #yesbankcrisis @pk63 @pmoindia @FinMinIndia #yesbank_AT1_Retail…",FALSE,0,NA,2020-03-07 18:40:25,FALSE,NA,"1236361075223740416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ashoagar47",21,TRUE,FALSE,NA,NA
"68","RT @RuchiraC: Modi ji says go cashless. My firm's account is here (#YesBank), I have to pay Rs. 6 lakh before Holi. If I can withdraw only…",FALSE,0,NA,2020-03-07 18:40:20,FALSE,NA,"1236361054709563392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ahmedseth",368,TRUE,FALSE,NA,NA
"69","RT @09_rkg: @Neha_ns1 chal party de<U+0001F602>",FALSE,0,NA,2020-03-07 18:40:11,FALSE,NA,"1236361016906145792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","only__indian",1,TRUE,FALSE,NA,NA
"70","RT @PTI_News: Vadodara Smart City Development Company, Special Purpose Vehicle of Vadodara Municipal Corporation, withdrew Rs 265 crore fro…",FALSE,0,NA,2020-03-07 18:40:06,FALSE,NA,"1236360995892686848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","N00r_ul",1606,TRUE,FALSE,NA,NA
"71","RT @Sanju_Verma_: #SBI to pick 49% stake in #YesBank for just Rs 2450 Cr

48 hours back,49% stake would have cost Rs11760 Cr---Great for SB…",FALSE,0,NA,2020-03-07 18:40:04,FALSE,NA,"1236360986560356352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shailu_CA",309,TRUE,FALSE,NA,NA
"72","RT @rakeshfilm: #DostonKaSaath #MitronKaVikas? 

Major #YesBank defaulters include Subhash #Zee Chandra and Anil #Rafale Ambani, the man pe…",FALSE,0,NA,2020-03-07 18:39:59,FALSE,NA,"1236360967841144832",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","megaRaquza",7,TRUE,FALSE,NA,NA
"73","@YESBANK @RBI @FinMinIndia Any body succeeded in withdrawing amt through other ATM machine.",FALSE,0,"YESBANK",2020-03-07 18:39:59,FALSE,"1236349470402441216","1236360966972956672","41994925","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NaiTiK_Sh",0,FALSE,FALSE,NA,NA
"74","RT @_Mukul: @rbi @DasShaktikanta @rkumar1958 #yesbank @yesbank @nsitharaman #yesbankcrisis @pk63 @pmoindia @FinMinIndia #yesbank_AT1_Retail…",FALSE,0,NA,2020-03-07 18:39:58,FALSE,NA,"1236360960744423424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ARShukla01",21,TRUE,FALSE,NA,NA
"75","RT @Sanju_Verma_: .@narendramodi does what he does

What an outstanding move,wasting no time&amp;restoring faith in India's financial system--o…",FALSE,0,NA,2020-03-07 18:39:50,FALSE,NA,"1236360927198326786",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shailu_CA",110,TRUE,FALSE,NA,NA
"76","@ANI Yes that changes everything. Meanwhile has ANI questioned who in YesBank gave loans to cronies while RBI, ED, FM slept",FALSE,0,"ANI",2020-03-07 18:39:49,FALSE,"1236223225144553474","1236360923419303937","355989081","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kabirazad2017",0,FALSE,FALSE,NA,NA
"77","RT @rakeshfilm: #YesBank #PMCBank 

Aap chronology samajhiye:
RBI turns a blind eye.
Banks make dubious loans.
Government allows NPAs to ri…",FALSE,0,NA,2020-03-07 18:39:48,FALSE,NA,"1236360920223236096",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","megaRaquza",16,TRUE,FALSE,NA,NA
"78","#NoBank #yesbankcrisis
Ma'am people can't withdrawl more than Rs. 50K from #YesBank 

FM : I don't have any idea ab… https://t.co/5ORkPi7jRH",FALSE,0,"xedopinion",2020-03-07 18:39:42,TRUE,"1236349845670989825","1236360896428924929","1232492214988627968","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xedopinion",0,FALSE,FALSE,NA,NA
