"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @tracesofswift: my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…",FALSE,0,NA,2020-03-08 01:59:48,FALSE,NA,"1236471649152552960",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","MangJe_025",55910,TRUE,FALSE,NA,NA
"@gregorykingjr @CleatEliteAnfro @kcnevijay @GabyUrrutia22 Best players will go to best schools in any scenario just… https://t.co/xa3usDVsO4",FALSE,0,"gregorykingjr",2020-03-08 01:59:46,TRUE,"1236468973736206336","1236471641749716992","2254659753","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","drridpath",0,FALSE,FALSE,NA,NA
"RT @deathsheadpress: @LynneHansenArt We decided to release early!  It is available right now!                   https://t.co/zfa0stiKdY",FALSE,0,NA,2020-03-08 01:59:45,FALSE,NA,"1236471636360126469",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","AnnieWilkesKid",2,TRUE,FALSE,NA,NA
"“Those who say the sequel is never as good as the original have never read this one. 

I immediately downloaded the… https://t.co/dIm6O4xhMz",FALSE,0,NA,2020-03-08 01:59:45,TRUE,NA,"1236471636330713088",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","douglasssteve",0,FALSE,FALSE,NA,NA
"RT @CivilWarEscape: Need a good read to cuddle up with at night?
FREEDOM CALLING: A Civil War Slave Escapes By Sea
A compelling, unforgetta…",FALSE,0,NA,2020-03-08 01:59:43,FALSE,NA,"1236471630517415936",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","CivilWarEscape",13,TRUE,FALSE,NA,NA
"RT @ai_valentin: Oh, for fuck's sake.

Alcohol prep wipes for injections are all sold out on Amazon. Because people are fucking hoarding an…",FALSE,0,NA,2020-03-08 01:59:41,FALSE,NA,"1236471618983079941",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","loonatheworldk",7729,TRUE,FALSE,NA,NA
"RT @ai_valentin: Oh, for fuck's sake.

Alcohol prep wipes for injections are all sold out on Amazon. Because people are fucking hoarding an…",FALSE,0,NA,2020-03-08 01:59:39,FALSE,NA,"1236471612372922369",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","PatheticBarrel",7729,TRUE,FALSE,NA,NA
"RT @KBrombergDriven: Fall in love with second chances
And a sexy police officer . . .

•Amazon: https://t.co/YuDXsLU2Al
•Apple Books: https…",FALSE,0,NA,2020-03-08 01:59:38,FALSE,NA,"1236471608811884545",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","patricia_ann4",4,TRUE,FALSE,NA,NA
"RT @toni_rachel55: Just wanna thank the OG mamma B for having amazon prime so I could get this today she’s the real one <U+0001F629><U+2764><U+FE0F><U+2764><U+FE0F>",FALSE,0,NA,2020-03-08 01:59:38,FALSE,NA,"1236471608136675329",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","lexiePa06501386",8,TRUE,FALSE,NA,NA
"@justseonghwa Here's your cloud! If you're looking for gift ideas, Cloud Bot recommends this:… https://t.co/1vBkGTj0bg",FALSE,0,"justseonghwa",2020-03-08 01:59:36,TRUE,"1236471503660744705","1236471601438142467","1032513501070336000","<a href=\"https://mcdonnell.io\" rel=\"nofollow\">TweetHobbyist</a>","TwitCloudBot",0,FALSE,FALSE,NA,NA
"RT @ai_valentin: Oh, for fuck's sake.

Alcohol prep wipes for injections are all sold out on Amazon. Because people are fucking hoarding an…",FALSE,0,NA,2020-03-08 01:59:36,FALSE,NA,"1236471600762871808",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","_rcdcn_",7729,TRUE,FALSE,NA,NA
"@medit8now @VivianActivist How about a word from Amazon...",FALSE,0,"medit8now",2020-03-08 01:59:36,FALSE,"1236374992096571394","1236471599865442304","48508532","<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","DeBoraheGibson",0,FALSE,FALSE,NA,NA
"@veryDaveTTV Potentially relevant! https://t.co/cP2A7tgZE6",FALSE,0,"veryDaveTTV",2020-03-08 01:59:35,FALSE,"1236469803487055873","1236471596430299136","3384712720","<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","Limesalicious",0,FALSE,FALSE,NA,NA
"RT @aharemboysaga: True fairy tales are stories of triumph, transformation, and love; all things I fervently believe in.
DEBAUCHERY https:/…",FALSE,0,NA,2020-03-08 01:59:34,FALSE,NA,"1236471589627191296",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","69Sherred1313",1,TRUE,FALSE,NA,NA
"RT @tracesofswift: my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…",FALSE,0,NA,2020-03-08 01:59:33,FALSE,NA,"1236471588448423936",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","valenzzzzuela",55910,TRUE,FALSE,NA,NA
"Harley's Redemption is a roller coaster emotional ride. Get your copy of this sweet romance now. @cass_parker753… https://t.co/g3LoYvf9AF",FALSE,0,NA,2020-03-08 01:59:33,TRUE,NA,"1236471588179947520",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","newbooksplease",0,FALSE,FALSE,NA,NA
"RT @DeepStateExpose: GRAB A COPY OF MY LATEST BOOK, \"The Rise of the Democratic Socialist Fourth Reich\" (History of the Deep State Volume 3…",FALSE,0,NA,2020-03-08 01:59:33,FALSE,NA,"1236471587072770053",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","MirandaSalcido1",7,TRUE,FALSE,NA,NA
"RT @tracesofswift: my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…",FALSE,0,NA,2020-03-08 01:59:33,FALSE,NA,"1236471586951172102",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","choi_future",55910,TRUE,FALSE,NA,NA
"RT @OriginalFunko: RT &amp; follow @OriginalFunko for a chance to WIN a @amazon exclusive Warrior Barley Pop!     
#Funko #FunkoPop #FunkoShop…",FALSE,0,NA,2020-03-08 01:59:33,FALSE,NA,"1236471584837140480",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","sasluvbooks",3000,TRUE,FALSE,NA,NA
"RT @OriginalFunko: RT &amp; follow @OriginalFunko for a chance to WIN a @amazon exclusive Warrior Barley Pop!     
#Funko #FunkoPop #FunkoShop…",FALSE,0,NA,2020-03-08 01:59:29,FALSE,NA,"1236471568592756736",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","MissTreacle28",3000,TRUE,FALSE,NA,NA
"RT @OriginalFunko: RT &amp; follow @OriginalFunko for a chance to WIN a @amazon exclusive Warrior Barley Pop!     
#Funko #FunkoPop #FunkoShop…",FALSE,0,NA,2020-03-08 01:59:28,FALSE,NA,"1236471567405789185",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","jteek2000",3000,TRUE,FALSE,NA,NA
"RT @fox_montanna: Skype: $50/30min
Customs:Sailor_Nude@manyvids
Live shows: Sailor_Nude myfreecams
Snapchat: $25
Ig: Sailor_Nude
Dms: $20
S…",FALSE,0,NA,2020-03-08 01:59:28,FALSE,NA,"1236471567028293632",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Filthy_Princes",3,TRUE,FALSE,NA,NA
"RT @OriginalFunko: RT &amp; follow @OriginalFunko for a chance to WIN a @amazon exclusive Warrior Barley Pop!     
#Funko #FunkoPop #FunkoShop…",FALSE,0,NA,2020-03-08 01:59:28,FALSE,NA,"1236471566717706240",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Lilayyy_avery",3000,TRUE,FALSE,NA,NA
"RT @ai_valentin: Oh, for fuck's sake.

Alcohol prep wipes for injections are all sold out on Amazon. Because people are fucking hoarding an…",FALSE,0,NA,2020-03-08 01:59:28,FALSE,NA,"1236471565522538497",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","leauxmichelle",7729,TRUE,FALSE,NA,NA
"@eugenegu Not if amazon has to shut down due to the virus.",FALSE,0,"alligirlkc",2020-03-08 01:59:27,FALSE,"1236460611900497920","1236471563425386502","903335676002926592","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","alligirlkc",0,FALSE,FALSE,NA,NA
"RT @ai_valentin: Oh, for fuck's sake.

Alcohol prep wipes for injections are all sold out on Amazon. Because people are fucking hoarding an…",FALSE,0,NA,2020-03-08 01:59:27,FALSE,NA,"1236471561407922176",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","PolyENBY",7729,TRUE,FALSE,NA,NA
"RT @Binged_: Re-Tweet this Streaming Alert &amp; WIN  Rs. 100 Amazon Gift Card at 9 pm tonight.

#Dia (2020, Kannada Drama) is now streaming @P…",FALSE,0,NA,2020-03-08 01:59:26,FALSE,NA,"1236471558790508544",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","sam_krishna_g",46,TRUE,FALSE,NA,NA
"@Filthyisdead You can buy a bidet that hooks up to the toilet on Amazon",FALSE,0,"Filthyisdead",2020-03-08 01:59:26,FALSE,"1236388597143461888","1236471558287179782","1024023490008047622","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","SandraE85",0,FALSE,FALSE,NA,NA
"RT @neilwalkerwrote: It's #ShamelessSelfpromoSaturday! <U+0001F680>

Post your #book links below #WritingCommunity <U+0001F4EC>

Like, Retweet &amp; check out the gr…",FALSE,0,NA,2020-03-08 01:59:26,FALSE,NA,"1236471557297332224",NA,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","dajc_thoughts",53,TRUE,FALSE,NA,NA
"RT @tracesofswift: my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…",FALSE,0,NA,2020-03-08 01:59:26,FALSE,NA,"1236471556555055104",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","BrittGumb21",55910,TRUE,FALSE,NA,NA
"WHY IS LORA LEE'S DESTINY ENTWINED WITH AN OLD MANSION AND A TRAGEDY AT SEA? https://t.co/HMzvx7gvNo   #GHOST #BYNR https://t.co/pvdSwkRJI4",FALSE,0,NA,2020-03-08 01:59:25,FALSE,NA,"1236471554915131400",NA,"<a href=\"https://www.socialjukebox.com\" rel=\"nofollow\">The Social Jukebox</a>","Bella623",0,FALSE,FALSE,NA,NA
"RT @ai_valentin: Oh, for fuck's sake.

Alcohol prep wipes for injections are all sold out on Amazon. Because people are fucking hoarding an…",FALSE,0,NA,2020-03-08 01:59:24,FALSE,NA,"1236471550309736448",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Slytherurie",7729,TRUE,FALSE,NA,NA
"RT @Anomuhly: My hard carry and love of my life just sent me a $100 amazon gift card ahaaahaaa Thank you @Sxreamss (ladies he’s a single ri…",FALSE,0,NA,2020-03-08 01:59:24,FALSE,NA,"1236471547889627136",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Sxreamss",1,TRUE,FALSE,NA,NA
"bouta amazon prime some raw papers to my parents house lol",FALSE,0,NA,2020-03-08 01:59:23,FALSE,NA,"1236471545662443527",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","KNEWUGLY",0,FALSE,FALSE,NA,NA
"@amazonInQuiz SUNIL KUMAR @SUNILKU70059548 
@amazonInQuiz 
http: Amazon Quiz Daily Play 
Dear Amazon teams",FALSE,0,"SUNILKU70059548",2020-03-08 01:59:23,FALSE,"1236470950255661058","1236471543703539712","1205430295790358528","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","SUNILKU70059548",0,FALSE,FALSE,NA,NA
"RT @NCTsmtown_127: NCTzens are you seeing this!? Make sure you listen to our new album 'Neo Zone' on @amazonmusic <U+0001F3B6>

Listen here: https://t…",FALSE,0,NA,2020-03-08 01:59:23,FALSE,NA,"1236471543456292864",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","redv3luv",17869,TRUE,FALSE,NA,NA
"RT @tracesofswift: my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…",FALSE,0,NA,2020-03-08 01:59:22,FALSE,NA,"1236471541535211521",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","lexistnce",55910,TRUE,FALSE,NA,NA
"RT @ChristianM_28: <U+0001F9E2> @AndrewYang<U+2069> did warn us... #YangGang

Amazon is opening its first full-size, cashierless grocery store in Seattle.

A…",FALSE,0,NA,2020-03-08 01:59:22,FALSE,NA,"1236471539849220097",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","AlphaOblivion7",270,TRUE,FALSE,NA,NA
"RT @WeinsteinEdu: Kids are way more than their behaviors. Kids can also read how we feel about them. Give them a fresh start daily!
#Hackin…",FALSE,0,NA,2020-03-08 01:59:21,FALSE,NA,"1236471534719512576",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Babs242Frazier",84,TRUE,FALSE,NA,NA
"True fairy tales are stories of triumph, transformation, and love; all things I fervently believe in.
DEBAUCHERY… https://t.co/IKGE96S48G",FALSE,0,NA,2020-03-08 01:59:20,TRUE,NA,"1236471532727275520",NA,"<a href=\"https://www.socialjukebox.com\" rel=\"nofollow\">The Social Jukebox</a>","aharemboysaga",1,FALSE,FALSE,NA,NA
"RT @ai_valentin: Oh, for fuck's sake.

Alcohol prep wipes for injections are all sold out on Amazon. Because people are fucking hoarding an…",FALSE,0,NA,2020-03-08 01:59:19,FALSE,NA,"1236471527312429062",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","littlelonebird",7729,TRUE,FALSE,NA,NA
"Discover your fullest potential to create real &amp; lasting change in the immediacy of your own Life.
When we can List… https://t.co/TAFiwNkNqR",FALSE,0,NA,2020-03-08 01:59:19,TRUE,NA,"1236471526649708545",NA,"<a href=\"https://www.socialjukebox.com\" rel=\"nofollow\">The Social Jukebox</a>","jennyflorence1",0,FALSE,FALSE,NA,NA
"School Days with New Generation <U+0001F1FA><U+0001F1F8>
https://t.co/bKRNKSUz5o <U+0001F1FA><U+0001F1F8>

#schooldays #schoolday #schooltrip #schools… https://t.co/xaN0yIDu3U",FALSE,0,NA,2020-03-08 01:59:19,TRUE,NA,"1236471526125379586",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","CookeezzC",0,FALSE,FALSE,NA,NA
"RT @tracesofswift: my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…",FALSE,0,NA,2020-03-08 01:59:18,FALSE,NA,"1236471525156499457",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Haymuff",55910,TRUE,FALSE,NA,NA
"RT @SteveStuWill: Nature, Nurture, and Random Chance: The two biggest factors shaping individual differences are genes and developmental no…",FALSE,0,NA,2020-03-08 01:59:18,FALSE,NA,"1236471523109564416",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","BrouwerLEJ",54,TRUE,FALSE,NA,NA
"RT @tracesofswift: my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…",FALSE,0,NA,2020-03-08 01:59:18,FALSE,NA,"1236471522082074624",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","prismarie2",55910,TRUE,FALSE,NA,NA
"RT @2020science: Have you pre-ordered @tanyaofmars and @DannyBednar's fabulous new book For All Humankins yet? If not, now’s your chance! C…",FALSE,0,NA,2020-03-08 01:59:18,FALSE,NA,"1236471521905786881",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","2020science",8,TRUE,FALSE,NA,NA
"RT @cw_hawes: COLORING FOR ADULTS A WONDERFUL DESTRESSOR!

#adultcoloring #coloringbook #coloring 

Animal Wonderland by Ellie Douglas @Aut…",FALSE,0,NA,2020-03-08 01:59:17,FALSE,NA,"1236471519959748608",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Thatgirlgenius",21,TRUE,FALSE,NA,NA
"RT @OriginalFunko: RT &amp; follow @OriginalFunko for a chance to WIN a @amazon exclusive Warrior Barley Pop!     
#Funko #FunkoPop #FunkoShop…",FALSE,0,NA,2020-03-08 01:59:16,FALSE,NA,"1236471516230856704",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","RigoGalvez4",3000,TRUE,FALSE,NA,NA
"Spell binding #thriller till the end.  https://t.co/fGyztRXmYx   #BookADayUK",FALSE,0,NA,2020-03-08 01:59:16,FALSE,NA,"1236471516101054464",NA,"<a href=\"https://www.socialjukebox.com\" rel=\"nofollow\">The Social Jukebox</a>","olgaolha",0,FALSE,FALSE,NA,NA
"RT @NatureCutsTags: Acorn Cut Out... https://t.co/V3tPudxycD via @amazon #naturecuts #cutout #project #crafty #craftshout #acorn #fall #aco…",FALSE,0,NA,2020-03-08 01:59:16,FALSE,NA,"1236471515459223553",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Beadsonabudget",1,TRUE,FALSE,NA,NA
"Chef Knife Set for $13.99!! 
      
 Use promo code; 50ZSID6I 
  
  https://t.co/2MooUsKkrx https://t.co/lmI0mO477H",FALSE,0,NA,2020-03-08 01:59:16,FALSE,NA,"1236471514146447362",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","amzngdeals123",0,FALSE,FALSE,NA,NA
"@AlexaBliss_WWE Alexis you don't know what you're doing with Amazon you're not a genius like me",FALSE,0,"AlexaBliss_WWE",2020-03-08 01:59:15,FALSE,"1236471154992390147","1236471509608169472","147023972","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","untouchableAEW",0,FALSE,FALSE,NA,NA
"RT @OriginalFunko: RT &amp; follow @OriginalFunko for a chance to WIN a @amazon exclusive Warrior Barley Pop!     
#Funko #FunkoPop #FunkoShop…",FALSE,0,NA,2020-03-08 01:59:14,FALSE,NA,"1236471508702318593",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>","luvpurplepoodle",3000,TRUE,FALSE,NA,NA
"Quick. Someone stop me from ordering this stuff on amazon. Talk me out of it.",FALSE,0,NA,2020-03-08 01:59:14,FALSE,NA,"1236471507477508096",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","SincerelyEv_",0,FALSE,FALSE,NA,NA
"When a dark angel earns his freedom MMA seems the logical career choice. https://t.co/GxmMhfMr97 #Paranormal",FALSE,0,NA,2020-03-08 01:59:13,FALSE,NA,"1236471502247165953",NA,"<a href=\"https://www.socialjukebox.com\" rel=\"nofollow\">The Social Jukebox</a>","CharityParkerso",0,FALSE,FALSE,NA,NA
"Its jokes how south park took shots at Amazon yet they still stream south park on prime",FALSE,0,NA,2020-03-08 01:59:13,FALSE,NA,"1236471501714489346",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","luqman_bhana",0,FALSE,FALSE,NA,NA
"Amazon stands with our Nashville neighbors https://t.co/3MunbToyHv",FALSE,0,NA,2020-03-08 01:59:12,FALSE,NA,"1236471498338172928",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","MrGrantMitchell",0,FALSE,FALSE,NA,NA
"RT @tracesofswift: my cat got surgery and she kept tearing off her surgical cone so we got her a cone from amazon that’s a piece of bread h…",FALSE,0,NA,2020-03-08 01:59:12,FALSE,NA,"1236471498170384385",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","wanderlust_whit",55910,TRUE,FALSE,NA,NA
"RT @ai_valentin: Oh, for fuck's sake.

Alcohol prep wipes for injections are all sold out on Amazon. Because people are fucking hoarding an…",FALSE,0,NA,2020-03-08 01:59:12,FALSE,NA,"1236471496731545602",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Kex926",7729,TRUE,FALSE,NA,NA
